Module step	Module	KO id	Module Category	GCF_000297055.2_ASM29705v2_genomic Module step presence	GCF_000971475.1_ASM97147v1_genomic Module step presence	bin_1_Betaproteobacteria Module step presence	bin_2_Rhizobiales Module step presence
M00038+01	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	(K00453,K00463)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00038+02	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	(K01432,K14263,K07130)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00038+03	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	K00486	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00038+04	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	K01556	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00038+05	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	K00452	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00038+06	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	K03392	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00038+07	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	K10217	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00039+01	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	(K10775,K13064)	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+02	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K00487	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+03	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K01904	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+04	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K13065	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+05	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K09754	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+06	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	-K18368	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+07	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K00588	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+08	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K09753	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+09	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K09755	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+10	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K13066	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00039+11	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	K00083	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00040+01	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	(K00832,K15849)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00040+02	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	(K00220,K15226,K15227)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00042+01	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	(K00505,K00501)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00042+02	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	(K01592,K01593)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00042+03	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	K00503	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00042+04	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	K00553	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00043+01	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine	K00431	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00044+01	Tyrosine degradation, tyrosine => homogentisate	K03334	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00044+02	Tyrosine degradation, tyrosine => homogentisate	K00457	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00044+03	Tyrosine degradation, tyrosine => homogentisate	K00451	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00044+04	Tyrosine degradation, tyrosine => homogentisate	K01800	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00044+05	Tyrosine degradation, tyrosine => homogentisate	(K01555,K16171)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00045+01	Histidine degradation, histidine => N-formiminoglutamate => glutamate	K01745	Histidine metabolism	Absent	Absent	Absent	Present
M00045+02	Histidine degradation, histidine => N-formiminoglutamate => glutamate	K01712	Histidine metabolism	Absent	Absent	Absent	Present
M00045+03	Histidine degradation, histidine => N-formiminoglutamate => glutamate	K01468	Histidine metabolism	Absent	Absent	Absent	Present
M00045+04	Histidine degradation, histidine => N-formiminoglutamate => glutamate	K01479	Histidine metabolism	Absent	Absent	Absent	Present
M00046+01	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	K00207,K17722+K17723	Pyrimidine metabolism	Absent	Absent	Absent	Absent
M00046+02	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	K01464	Pyrimidine metabolism	Absent	Absent	Absent	Absent
M00046+03	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	K01431,K06016	Pyrimidine metabolism	Absent	Absent	Absent	Absent
M00047+01	Creatine pathway	K00613	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00047+02	Creatine pathway	K00542	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00047+03	Creatine pathway	K00933	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00048+01	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	K00764	Purine metabolism	Present	Present	Present	Present
M00048+02	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	(K01945,K11787,K11788,K13713)	Purine metabolism	Present	Present	Present	Present
M00048+03	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	(K00601,K11175,K08289,K11787)	Purine metabolism	Present	Present	Present	Present
M00048+04	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	K01952	Purine metabolism	Present	Present	Present	Present
M00048+05	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	(K01933,K11787,K11788)	Purine metabolism	Present	Present	Present	Present
M00048+06	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	(K01587,K11808,K01589	Purine metabolism	Present	Present	Present	Present
M00048+07	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	K01588)	Purine metabolism	Present	Present	Present	Present
M00048+08	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	(K01923,K01587,K13713)	Purine metabolism	Present	Present	Present	Present
M00048+09	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	K01756	Purine metabolism	Present	Present	Present	Present
M00048+10	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	(K00602,K01492,K06863	Purine metabolism	Present	Present	Present	Present
M00048+11	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	K11176)	Purine metabolism	Present	Present	Present	Present
M00049+01	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	K01939	Purine metabolism	Present	Present	Present	Present
M00049+02	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	K01756	Purine metabolism	Present	Present	Present	Present
M00049+03	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	(K00939,K18532,K18533,K00944)	Purine metabolism	Present	Present	Present	Present
M00049+04	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	(K00940,K00873,K12406)	Purine metabolism	Present	Present	Present	Present
M00050+01	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	K00088	Purine metabolism	Present	Present	Present	Present
M00050+02	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	K01951	Purine metabolism	Present	Present	Present	Present
M00050+03	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	K00942	Purine metabolism	Present	Present	Present	Present
M00050+04	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	(K00940,K00873,K12406)	Purine metabolism	Present	Present	Present	Present
M00051+01	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	(K11540,(K11541	Pyrimidine metabolism	Present	Present	Present	Present
M00051+02	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	K01465),((K01954,K01955+K01956)	Pyrimidine metabolism	Present	Present	Present	Present
M00051+03	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	(K00609+K00610,K00608)	Pyrimidine metabolism	Present	Present	Present	Present
M00051+04	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	K01465))	Pyrimidine metabolism	Present	Present	Present	Present
M00051+05	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	(K00226,K00254,K17828)	Pyrimidine metabolism	Present	Present	Present	Present
M00051+06	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	(K13421,K00762	Pyrimidine metabolism	Present	Present	Present	Present
M00051+07	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	K01591)	Pyrimidine metabolism	Present	Present	Present	Present
M00052+01	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	(K13800,K13809,K00945,K13799)	Pyrimidine metabolism	Present	Present	Present	Present
M00052+02	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	(K00940,K18533)	Pyrimidine metabolism	Present	Present	Present	Present
M00052+03	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	K01937	Pyrimidine metabolism	Present	Present	Present	Present
M00053+01	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	(K00524,K00525+K00526,K10807+K10808)	Pyrimidine metabolism	Present	Present	Present	Present
M00053+02	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	(K00940,K18533)	Pyrimidine metabolism	Present	Present	Present	Present
M00053+03	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	(K00527,K21636)	Pyrimidine metabolism	Present	Present	Present	Present
M00053+04	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	K01494	Pyrimidine metabolism	Present	Present	Present	Present
M00053+05	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	K01520	Pyrimidine metabolism	Present	Present	Present	Present
M00053+06	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	(K00560,K13998)	Pyrimidine metabolism	Present	Present	Present	Present
M00053+07	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	K00943	Pyrimidine metabolism	Present	Present	Present	Present
M00053+08	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	K00940	Pyrimidine metabolism	Present	Present	Present	Present
M00055+01	N-glycan precursor biosynthesis	K01001	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+02	N-glycan precursor biosynthesis	(K07432+K07441)	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+03	N-glycan precursor biosynthesis	K03842	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+04	N-glycan precursor biosynthesis	K03843	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+05	N-glycan precursor biosynthesis	K03844	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+06	N-glycan precursor biosynthesis	K03845	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+07	N-glycan precursor biosynthesis	K03846	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+08	N-glycan precursor biosynthesis	K03847	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+09	N-glycan precursor biosynthesis	K03846	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+10	N-glycan precursor biosynthesis	K00729	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+11	N-glycan precursor biosynthesis	K03848	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+12	N-glycan precursor biosynthesis	K03849	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00055+13	N-glycan precursor biosynthesis	K03850	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00056+01	O-glycan biosynthesis, mucin type core	K00710	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00056+02	O-glycan biosynthesis, mucin type core	(K00731,K09653)	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00056+03	O-glycan biosynthesis, mucin type core	(K00727,K09662,K09663)	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00056+04	O-glycan biosynthesis, mucin type core	K00739	Glycan biosynthesis	Absent	Absent	Absent	Absent
M00057+01	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	K00771	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00057+02	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	K00733	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00057+03	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	K00734	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00057+04	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	K10158	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00058+01	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	K00746	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00058+02	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	(K13499,K00747,K03419)	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00059+01	Glycosaminoglycan biosynthesis, heparan sulfate backbone	(K02369,K02370)	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00059+02	Glycosaminoglycan biosynthesis, heparan sulfate backbone	(K02366,K02367)	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00059+03	Glycosaminoglycan biosynthesis, heparan sulfate backbone	(K02368,K02370)	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00059+04	Glycosaminoglycan biosynthesis, heparan sulfate backbone	(K02576,K02577,K02578,K02579)	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00059+05	Glycosaminoglycan biosynthesis, heparan sulfate backbone	K01793	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent
M00060+01	Lipopolysaccharide biosynthesis, KDO2-lipid A	K00677	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00060+02	Lipopolysaccharide biosynthesis, KDO2-lipid A	(K02535,K16363)	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00060+03	Lipopolysaccharide biosynthesis, KDO2-lipid A	K02536	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00060+04	Lipopolysaccharide biosynthesis, KDO2-lipid A	K03269	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00060+05	Lipopolysaccharide biosynthesis, KDO2-lipid A	K00748	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00060+06	Lipopolysaccharide biosynthesis, KDO2-lipid A	K00912	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00060+07	Lipopolysaccharide biosynthesis, KDO2-lipid A	K02527	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00060+08	Lipopolysaccharide biosynthesis, KDO2-lipid A	K02517	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00060+09	Lipopolysaccharide biosynthesis, KDO2-lipid A	K02560	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00061+01	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	K01812	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00061+02	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	K00040	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00061+03	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	(K01686,K08323)	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00061+04	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	K00874	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00061+05	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	(K01625,K17463)	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00063+01	CMP-KDO biosynthesis	K06041	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00063+02	CMP-KDO biosynthesis	K01627	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00063+03	CMP-KDO biosynthesis	K03270	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00063+04	CMP-KDO biosynthesis	K00979	Lipopolysaccharide metabolism	Present	Present	Present	Present
M00064+01	ADP-L-glycero-D-manno-heptose biosynthesis	K03271	Lipopolysaccharide metabolism	Present	Present	Present	Absent
M00064+02	ADP-L-glycero-D-manno-heptose biosynthesis	(K03272,K21344)	Lipopolysaccharide metabolism	Present	Present	Present	Absent
M00064+03	ADP-L-glycero-D-manno-heptose biosynthesis	K03273	Lipopolysaccharide metabolism	Present	Present	Present	Absent
M00064+04	ADP-L-glycero-D-manno-heptose biosynthesis	(K03272,K21345)	Lipopolysaccharide metabolism	Present	Present	Present	Absent
